"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","48197","tt0075342","en","The Town That Dreaded Sundown","A Texas Ranger hunts for a hooded serial killer terrorizing the residents of a small town, set in 1946 Arkansas. Loosely based on a true story.",4.876494,"/z3OMI8eTTveYIVbYCnzNAPuYvnC.jpg","[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-09-26,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In 1946 this man killed five people... Today he still lurks the streets of Texarkana, Ark.","The Town That Dreaded Sundown",FALSE,6.1,48,TRUE,"1976",1976,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","27297","tt1352369","ja","Gurotesuku","An unnamed doctor has always had everything he's ever wanted, but that has only made him develop more extreme and depraved needs. He kidnaps a young couple in the prime of their life together and forces them into a game of torment that slowly extinguishes their hopes for survival.",2.275789,"/10exDaPwSknIwsSpScGWnzNXUgs.jpg","[{'name': 'Ace Deuce Entertainment', 'id': 4658}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2009-01-17,0,73,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Grotesque",FALSE,5.1,39,TRUE,"2009",2009,"00s","00s",0
"",3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","39303","tt1002561","en","2:13","A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",0.861213,"/UMWgQlB0IGMI15d4EBd70hCCt2.jpg","[{'name': 'Anthem Pictures', 'id': 23818}, {'name': ""It's An Us Thing Productions Inc."", 'id': 23819}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-25,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Killers Are Not Born ... They Are Made","2:13",FALSE,4.6,10,TRUE,"2009",2009,"00s","00s",3500000
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","29168","tt0400383","en","Dr. Moreau's House of Pain","In a big mansion, a scientist has been experimenting with humans and animals, mixing their DNA together.",0.145918,"/6yPGXHW15ID7kCuS9CnESPUc5Tz.jpg","[]","[]",2004-01-13,0,0,"[]","Released","","Dr. Moreau's House of Pain",FALSE,4,2,TRUE,"2004",2004,"00s","00s",0
"{'id': 259027, 'name': 'The Wolf Man (Universal Series)', 'poster_path': '/bYvHmIKqSnUYyjFhabzNliS2qu1.jpg', 'backdrop_path': '/8DcHcYH0P9de2j8HPRYq9wXNaIf.jpg'}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","45322","tt0038934","en","She-Wolf of London","A young heiress finds evidence suggesting that at night she acts under the influence of a family curse and has begun committing ghastly murders in a nearby park.",4.575792,"/5dY768Xo62b0Jec7DFQjn6jELVV.jpg","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-05-17,0,61,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A woman whose hatred knew no bounds!","She-Wolf of London",FALSE,6.2,11,TRUE,"1946",1946,"40s","40s",0
"",0,"[{'id': 27, 'name': 'Horror'}]","20591","tt0291833","en","Cradle of Fear","A gruesome homage to the cult Amicus anthology Asylum, Cradle of Fear unfolds four screamplays all linked by the unspeakable need of an incarcerated child killer to wreak vengeance on those responsible for his imprisonment. Helped by deranged angel Dani Filth, who leaves a trail of charnel house death in his crimson wake, the cannibal convict forces two Goth vamps to endure a one night stand from hell, two tough female robbers to see through each other, an obscenely rich coke-head to chop up more than a few lines and an internet surfer to descend into madness when he uncovers the ultimate web depravity.",1.44886,"/mNFVGEe5lWvFwuy0Ih8fUHue8ic.jpg","[{'name': 'Pragmatic Pictures Ltd.', 'id': 5442}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-07-04,0,120,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's Not If They Die... It's How","Cradle of Fear",FALSE,4.1,22,TRUE,"2001",2001,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","86667","tt0051706","en","Grip of the Strangler","A researcher investigating a notorious serial killer who was hanged 20 years earlier seemingly becomes possessed by the long dead strangler.",0.487567,"/sCv1SrUPN0NqHZKKMvMoAhAzCgO.jpg","[{'name': 'Amalgamated Productions', 'id': 5077}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1958-07-03,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","KING OF THE MONSTERS! KARLOFF IN HIS NEW HORROR HIT!","Grip of the Strangler",FALSE,6.3,10,TRUE,"1958",1958,"50s","50s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","47477","tt0115109","en","The Beast","Fishing and jobs are becoming scarce in the small seaport village of Graves Point, when mysterious deaths and unexplained disappearances begin to occur. Divers vanish and a young couple disappears at sea, their empty raft washing up on the shore. When a large, strange claw is discovered on the raft, the unsettled towns-people call on the marine biologist Dr. Herbert Talley (Ronald Guttman), who identifies it as belonging to a rare giant squid. With the help of Whip Dalton, the hunt is on! It becomes a battle of wills between Dalton and Talley as they try to locate the Beast, without the Beast getting them.",2.026374,"/1SW9STiZtr268CUqQIn0KV2SBc1.jpg","[{'name': 'Universal Home Entertainment', 'id': 6384}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-04-28,0,173,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Terror runs deep.","The Beast",FALSE,4.8,12,TRUE,"1996",1996,"90s","90s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","21781","tt0407821","ko","거미숲","A recently widowed TV producer is drawn to an isolated cabin in a mysterious woods. KANG Min regains his consciousness 14 days after brain surgery following a mysterious accident he had in the forest. Shockingly enough, the first thing he says is that two people died in Spider Forest. Detective CHOI, KANG Min's friend, finds a couple brutally murdered at a cottage in the forest, just like KANG Min described. As the couple found dead at the cottage are identified as CHOI Jong-phil, his senior from work, and HWANG Soo-young, his girlfriend, KANG Min becomes both a witness and key suspect in the investigation.",1.833655,"/fa14wvX6KZiWP7LHz4pUQ1H5YE4.jpg","[]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2004-09-03,0,112,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]","Released","","Spider Forest",FALSE,6.7,33,TRUE,"2004",2004,"00s","00s",0
"",700,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","14138","tt0816436","en","Black Water","A terrifying tale of survival in the mangrove swamps of Northern Australia.",7.930423,"/eoLKVlcg2kq22dCW58WqHqYSteK.jpg","[{'name': 'Australian Film Commission', 'id': 417}, {'name': 'ProdigyMovies', 'id': 22897}, {'name': 'Territorial Film Developments (TFD)', 'id': 50954}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-06-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","What you can't see can hurt you.","Black Water",FALSE,5.9,67,TRUE,"2007",2007,"00s","00s",700
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","38150","tt1220214","en","Heartless","The story follows Jamie, a troubled young man with a birthmark on his face, which has left him feeling isolated and fearful, hiding from the world outside. He lives in the East End of London, an area notorious for its violent hooded gangs. According to news reports, the gangs are now wearing demon masks. But, one night, Jamie discovers the terrifying truth.",3.977054,"/wFCdR5DQmGVdGX444udgwB57uCc.jpg","[{'name': 'Matador Pictures', 'id': 707}, {'name': 'Isle of Man Film', 'id': 2268}, {'name': 'CrossDay Productions', 'id': 2451}, {'name': 'CinemaNX', 'id': 5705}, {'name': 'May 13 Films', 'id': 21460}, {'name': 'Cinema Two', 'id': 21461}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-11-21,0,114,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]","Released","The darker it gets the more you see","Heartless",FALSE,6.2,68,TRUE,"2009",2009,"00s","00s",0
"{'id': 104830, 'name': 'Piranha 3D Collection', 'poster_path': '/saX8LYerNYcbsEfjoq2s6jLUjJS.jpg', 'backdrop_path': '/aJ8YLbUYegsDrObrmfeoyZyR5yx.jpg'}",2.4e+07,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","43593","tt0464154","en","Piranha 3D","Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",8.212132,"/q112cRpvz05fg8T2nXMhbH8yPPP.jpg","[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Chako Film Company', 'id': 7332}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Intellectual Properties Worldwide', 'id': 18524}, {'name': 'Aja / Levasseur Productions', 'id': 22596}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-20,83188165,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","There's something in the water.","Piranha 3D",FALSE,5.3,599,TRUE,"2010",2010,"10s","10s",107188165
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","39563","tt1346961","en","The Eclipse","Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.",8.585525,"/gfFKvOvsDXn5TBUYlq9vr10h83z.jpg","[]","[]",2009-04-24,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","If there is life after death - love lives on","The Eclipse",FALSE,6.1,15,TRUE,"2009",2009,"00s","00s",0
"",1.4e+07,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","29159","tt1107816","en","Giallo","In Torino, Celine, an American model, is abducted by a taxi driver while en route home to meet her sister Linda, visiting at her apartment. The next morning, Linda reports that Celine is missing - the sergeant in charge directs her to F.B.I. agent Inspector Enzo Avolfi. He's from the Special New York City Department investigating a serial-killer that kidnaps foreigners to destroy their beauty. When a Japanese woman is found at nearby a fountain, Enzo and Linda find that the girl is calling the abductor's skin is ""Yellow"" in color and Linda concludes that the guy might have jaundice. They go to the Policlinic di Torino to find the killer.",2.542612,"/rTgCStxAi0RVTvHN6SiiETmwQew.jpg","[{'name': 'Hannibal Pictures', 'id': 8692}, {'name': 'Media Films', 'id': 10123}, {'name': 'Footprint Investment Fund', 'id': 51382}, {'name': 'Giallo Production', 'id': 87243}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-13,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}]","Released","To Catch a Killer, You Must Think Like a Killer!","Giallo",FALSE,4.2,38,TRUE,"2010",2010,"10s","10s",1.4e+07
"",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","46164","tt0843302","ja","叫 / 叫　さけび","A detective investigates a series of murders. A possible serial killer might be on a rampage, since they all are in the same vicinity and by the same method, but as the evidence points toward the detective as the prime suspect, a ghost in red follows him, and he begins to question his identity. His realization of what seems to have really happened results in something much more sinister and larger in scope, and it leaves his psyche scarred.",1.40622,"/dDb0l8PNyicF760VHkPATmYCes4.jpg","[{'name': 'Tokyo Broadcasting System', 'id': 6051}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2006-09-03,0,104,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Retribution",FALSE,5.7,23,TRUE,"2006",2006,"00s","00s",0
"{'id': 177675, 'name': 'The Last Exorcism Collection', 'poster_path': '/qHW7u9UxFLbKypwkvkE6rpBftn7.jpg', 'backdrop_path': '/jCXId2VCkC4NMfQwSzzWOS6Uld1.jpg'}",1800000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","38358","tt1320244","en","The Last Exorcism","After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",6.397109,"/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg","[{'name': 'Strike Entertainment', 'id': 655}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Arcade Pictures', 'id': 11112}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2010-08-27,67738090,87,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Believe In Him.","The Last Exorcism",FALSE,5.6,330,TRUE,"2010",2010,"10s","10s",69538090
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","113458","tt0055153","pl","Matka Joanna od aniolów","A priest is sent to a small parish in the Polish countryside which is believed to be under demonic possession and there he finds his own temptations awaiting.",1.413071,"/pDxTXhdCMgQ2PERz1y4cxP2lQ6c.jpg","[{'name': 'Film Polski Film Agency', 'id': 52}, {'name': 'ZRF ""Kadr""', 'id': 32782}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1961-02-09,0,110,"[{'iso_639_1': 'pl', 'name': 'Polski'}]","Released","","Mother Joan of the Angels",FALSE,7.2,21,TRUE,"1961",1961,"60s","60s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","109466","tt0196181","en","Urban Menace","An insane preacher seeks retribution from the local crime syndicate for the violent death of his family and the burning of his church in a horrendous ghetto crime spree.",0.57406,"/ln2p6NJbvQ10FoqIA3msZyIcOnJ.jpg","[{'name': 'Filmwerks', 'id': 7954}, {'name': 'Imperial Entertainment', 'id': 21437}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-09-07,0,72,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's judgement day.","Urban Menace",FALSE,3.5,2,TRUE,"1999",1999,"90s","90s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","37905","tt1183276","fr","La Horde","A posse of crooked cops, malevolent gangsters and a horde of walking dead are the centre point of this gruesome, tight, action packed, claustrophobic tale of retribution and escape. Penned like animals, on the top floor of a deserted high-rise block, these two opposing gangs find that they are not alone in the lair of bloodthirsty corridors of death. Joining forces to survive, they must reach ground level together or perish. Loaded with a bad ass attitude, guns, axes and extremely creative hand-to-hand combat sequences that project the fears and paranoia that are the fighting forces behind the need to survive, when caught up in the wrong place at the wrong time.",5.319546,"/qcRQnEGeco8RZqzD1vyrPaBa6z2.jpg","[{'name': 'Le Pacte', 'id': 5125}, {'name': 'Capture The Flag Films', 'id': 5666}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2009-08-28,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Released","","The Horde",FALSE,5.7,104,TRUE,"2009",2009,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","101422","tt0073615","en","The Reincarnation of Peter Proud","When college professor Peter Proud begins to experience flashbacks from a previous incarnation, he is mysteriously drawn to a place he has never been before but which is troublingly familiar. As if drawn to her by cosmic force, he soon finds himself unwittingly in the company of his previous incarnation's wife. This woman, Marcia Curtis, recognizes in Peter startling characteristics which he shares with her dead husband, Jeff. Even the sound of his voice seems at times to be that of the dead man. Peter becomes romantically drawn to Ann Curtis who is or was his daughter (Jeff and Marcia's daughter). Recognizing the incestuous nature of their relationship, Mrs. Curtis tries to keep the two young people apart. But how? Must she reveal the terrible secret of the final minutes she shared with her husband in order to keep this man from her (their?) daughter?",0.914973,"/1JQsbWqF0mlBWE4Gvtxqr75TC7N.jpg","[{'name': 'Bing Crosby Productions', 'id': 5409}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-04-25,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Suppose you knew who you had been in your previous life. Where you had lived...whom you had loved and how you had died. What then?","The Reincarnation of Peter Proud",FALSE,5.9,7,TRUE,"1975",1975,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","31549","tt1137999","en","Blood River","A psychological thriller following a successful young married couple on their way to visit family. After a blowout on a desolate stretch of highway in Nevada, they head to the next town only to discover it long abandoned. Here they meet a mysterious stranger who seems to know decidedly more than he is sharing.",0.739832,"/fxP9l2MgnnCCZOlfJb0ABfmAG7b.jpg","[{'name': 'Leonidas Films', 'id': 5148}, {'name': 'Epic Pictures Group', 'id': 7662}, {'name': 'Consolidated Pictures Group', 'id': 42301}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-01,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Blood River",FALSE,5.1,10,TRUE,"2009",2009,"00s","00s",0
"",1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","22681","tt1135500","en","Homecoming","A jealous woman (Mischa Barton) plots revenge after her former beau (Matt Long) returns to their hometown with a pretty new girlfriend (Jessica Stroup).",6.650064,"/kZITJhx3Ih14sLStVpLLVAILBMi.jpg","[{'name': 'Animus Films', 'id': 4135}, {'name': 'Paper Street Films', 'id': 7372}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-17,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A girl never forgets her first love...","Homecoming",FALSE,5.6,35,TRUE,"2009",2009,"00s","00s",1500000
"{'id': 278920, 'name': 'Vampires Suck Collection', 'poster_path': '/5lFDNBMJd7Yz6nXWETI8PFVqJXe.jpg', 'backdrop_path': '/rlDK7GYKJP9p1TAj7dIBOuJ7ehO.jpg'}",2e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","40264","tt1666186","en","Vampires Suck","Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",8.129407,"/ug9h5BJ5XX9bp1nJI6Ji07QC3sx.jpg","[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Road Rebel', 'id': 2648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-18,80547866,82,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","Some sagas just won't die.","Vampires Suck",FALSE,4.2,326,TRUE,"2010",2010,"10s","10s",100547866
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",6e+07,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","35791","tt1220634","en","Resident Evil: Afterlife","In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",0.452934,"/wEgqGu01JtIyxXhYrr4hsgds1uZ.jpg","[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-09-09,300228084,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ja', 'name': '日本語'}]","Released","She's back...And she's bringing a few of her friends.","Resident Evil: Afterlife",FALSE,5.8,1382,TRUE,"2010",2010,"10s","10s",360228084
"",0,"[{'id': 27, 'name': 'Horror'}]","55066","tt0158011","en","The Eternal","An alcoholic American couple travel to the UK with their son so he can meet his grandmother but they walk in on their crazed uncle who is in the midst of reviving a centuries-old Druid witch.",0.490035,"/nFDHde1uUcv0lxWQjlOAhionM3n.jpg","[{'name': 'Trimark Pictures', 'id': 4063}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-18,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Evil sleeps, but never dies.","The Eternal",FALSE,4.5,7,TRUE,"1998",1998,"90s","90s",0
"",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","148636","tt0119329","en","The Hunchback","Based on the novel, a young gypsy becomes a Minister's obsession in 1483. Only the bell ringer and her husband and the court of miracles can save her.",1.745185,"/SxSoxZMOQdBSrmjCc55gAKDaxS.jpg","[{'name': 'Turner Pictures', 'id': 1765}, {'name': 'Warner Bros. Home Video', 'id': 5173}, {'name': 'Alliance', 'id': 7258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-16,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Hunchback",FALSE,2.8,3,TRUE,"1997",1997,"90s","90s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}]","31428","tt0078295","en","Someone's Watching Me!","A woman is being watched in her apartment by a stranger, who also calls and torments her. A cat-and-mouse game begins.",2.697299,"/vTkbuc3uRXCfprVHjJ3PIthVsTz.jpg","[{'name': 'Warner Bros. Television', 'id': 1957}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-11-27,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Someone's Watching Me!",FALSE,6,22,TRUE,"1978",1978,"70s","70s",0
"",90000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]","29424","tt0069239","en","Hungry Wives","A bored, unhappy suburban housewife gets mixed up in witchcraft and murder.",1.633103,"/3Afgk8B3DwctuxdqDxRxSjwVZ2G.jpg","[{'name': 'Latent Image', 'id': 55524}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-05-01,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every Night is Halloween.","Hungry Wives",FALSE,5.4,12,TRUE,"1972",1972,"70s","70s",90000
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","39995","tt0079482","en","Long Weekend","When a suburban couple go camping for the weekend at a remote beach, they discover that nature isn't in an accommodating mood.",2.209843,"/qPrgamCgUaa3G2sEzaiPtuONzZz.jpg","[{'name': 'The Australian Film Commission', 'id': 5186}, {'name': 'Victorian Film', 'id': 22046}, {'name': 'Dugong Films', 'id': 74065}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1978-10-14,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Their crime was against nature. Nature found them guilty.","Long Weekend",FALSE,6.6,39,TRUE,"1978",1978,"70s","70s",0
"",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","15527","tt0996967","en","Otis","After being captured and tortured by the psychopath Otis, teen cheerleader Riley Lawson escapes and informs her parents, who quickly sidestep sluggish FBI agents and take matters into their own hands. But the Lawsons' revenge plan hits a snag when Otis's unusual brother enters the picture.",2.467542,"/1Y4Foe8frm5ijZnqM3NYKOGMzhl.jpg","[{'name': 'Raw Feed', 'id': 3295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-07,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]","Released","","Otis",FALSE,5.6,25,TRUE,"2008",2008,"00s","00s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","22476","tt1020543","en","Infestation","Our hero, Cooper, awakes to find himself nauseous, weak and covered in webbing, hanging from the ceiling of an office where, just minutes ago, he started his new job. As he struggles out of his slimy prison he comes face to face with his opponent - a grotesque, powerful and very angry bug. All 3 ft of it",5.877186,"/6cN9V88eNlvnMenqEsxmcs0AgAt.jpg","[{'name': 'Icon Productions', 'id': 152}, {'name': 'Heavy Duty Entertainment', 'id': 4097}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-05,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Prepare for global swarming!","Infestation",FALSE,5.9,81,TRUE,"2009",2009,"00s","00s",0
